

1559836073.376326123  Node Startup
1559836075.879862785 ERROR [switch_thread.py:202(send_config) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] /STM2-CFG63/msgClass
1559836076.532324314 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.534354925 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.535414457 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.537379026 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.538567066 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.540634393 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.541586160 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.543774604 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.544912099 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.547047138 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.548221111 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.550388574 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.551530361 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.553579568 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.554682731 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.556760311 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.557784795 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.559969425 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.560975313 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.563074350 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.564079761 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.566620588 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.568170070 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.570635080 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.571750640 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.574682950 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 01  0f 38 
1559836076.576107501 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x1
1559836076.578510999 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x5  ID: 0x1  Len:2 [0x2]
000: b5 62 05 01 02 00 06 00  0e 37 
1559836076.579659700 INFO [switch_thread.py:292(handle_050x) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] ACK. Class: 0x6  Message ID: 0x0
1559836076.584043025 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,u-blox AG - www.u-blox.com*4E
1559836076.588061571 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,HW UBX-M8030 00080000*60
1559836076.592359781 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,EXT CORE 3.01 (db0c89)*68
1559836076.596640348 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,ROM BASE 3.01 (107888)*25
1559836076.600573539 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,FWVER=HPG 1.40REF*0B
1559836076.604163646 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,PROTVER=20.30*19
1559836076.607653141 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,MOD=NEO-M8P-2*7B
1559836076.611670255 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,FIS=0xEF4015 (100111)*58
1559836076.615085840 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,GPS;GLO;BDS*06
1559836076.617878437 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,QZSS*58
1559836076.621676921 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,GNSS OTP=GPS;GLO*37
1559836076.627931594 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,LLC=FFFFFFFF-FFFFFFED-FFFFFFFF-FFFFF79E-FFFFFF69*2E
1559836076.632102489 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,ANTSUPERV=AC SD PDoS SR*3E
1559836076.635525941 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,ANTSTATUS=OK*25
1559836076.638541221 INFO [switch_thread.py:308(handle_txt) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] $GNTXT,01,01,02,PF=300*4B
1559836077.097426414 INFO [gnss_message_parser.py:292(read_msg_ubx) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] 
Class: 0x1  ID: 0x6  Len:52 [0x34]
000: b5 62 01 06 34 00 18 96  fd 17 77 ce 04 00 08 08 
010: 03 dd 8e b5 9d ef 77 61  89 e7 ba 19 f8 17 cd 03 
020: 00 00 fa ff ff ff f4 ff  ff ff 04 00 00 00 47 00 
030: 00 00 da 00 02 0a 12 19  b6 03 fc 71 
1559836077.098485231 INFO [gnss_node:220(handle_0106) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] !!!NEW CYCLE!!!
1559836077.099800825 INFO [gnss_node:224(handle_0106) [topics: /gnss_control, /STM1, /STM4, /STM2, /mavlink/to, /rosout, /gnss_status] {'week': 2056}
